334,2022-10-19 21:09:14.561287,"(123, 52)"
336,2022-10-19 21:09:14.705287,"(119, 59)"
336,2022-10-19 21:09:14.705287,"(2, 2)"
338,2022-10-19 21:09:14.850288,"(119, 63)"
340,2022-10-19 21:09:14.998087,"(154, 49)"
340,2022-10-19 21:09:14.998087,"(28, 24)"
342,2022-10-19 21:09:15.147110,"(152, 59)"
342,2022-10-19 21:09:15.147110,"(43, 43)"
344,2022-10-19 21:09:15.296119,"(151, 56)"
344,2022-10-19 21:09:15.296119,"(43, 46)"
346,2022-10-19 21:09:15.441393,"(166, 59)"
346,2022-10-19 21:09:15.441393,"(21, 19)"
348,2022-10-19 21:09:15.589403,"(167, 51)"
348,2022-10-19 21:09:15.589403,"(27, 16)"
350,2022-10-19 21:09:15.731971,"(166, 56)"
350,2022-10-19 21:09:15.731971,"(32, 30)"
352,2022-10-19 21:09:15.879970,"(150, 56)"
352,2022-10-19 21:09:15.879970,"(30, 41)"
354,2022-10-19 21:09:16.026970,"(115, 59)"
356,2022-10-19 21:09:16.172970,"(115, 59)"
358,2022-10-19 21:09:16.310970,"(119, 59)"
360,2022-10-19 21:09:16.456971,"(115, 59)"
362,2022-10-19 21:09:16.604971,"(115, 59)"
364,2022-10-19 21:09:16.745468,"(148, 56)"
364,2022-10-19 21:09:16.745468,"(35, 39)"
366,2022-10-19 21:09:16.890077,"(166, 59)"
366,2022-10-19 21:09:16.890077,"(41, 15)"
368,2022-10-19 21:09:17.036103,"(169, 56)"
368,2022-10-19 21:09:17.036103,"(33, 26)"
370,2022-10-19 21:09:17.185104,"(177, 56)"
370,2022-10-19 21:09:17.185104,"(25, 10)"
372,2022-10-19 21:09:17.334499,"(185, 43)"
372,2022-10-19 21:09:17.334499,"(31, 2)"
374,2022-10-19 21:09:17.482484,"(179, 56)"
374,2022-10-19 21:09:17.482484,"(39, 12)"
376,2022-10-19 21:09:17.639749,"(175, 56)"
376,2022-10-19 21:09:17.639749,"(55, 20)"
376,2022-10-19 21:09:17.639749,"(46, 55)"
378,2022-10-19 21:09:17.786749,"(170, 56)"
378,2022-10-19 21:09:17.786749,"(47, 28)"
380,2022-10-19 21:09:17.933748,"(122, 59)"
382,2022-10-19 21:09:18.087879,"(119, 56)"
382,2022-10-19 21:09:18.087879,"(64, 49)"
384,2022-10-19 21:09:18.235849,"(119, 56)"
386,2022-10-19 21:09:18.380861,"(122, 59)"
388,2022-10-19 21:09:18.536960,"(115, 45)"
390,2022-10-19 21:09:18.684969,"(119, 56)"
390,2022-10-19 21:09:18.684969,"(80, 36)"
392,2022-10-19 21:09:18.831968,"(126, 56)"
394,2022-10-19 21:09:18.979969,"(122, 56)"
396,2022-10-19 21:09:19.136970,"(115, 49)"
398,2022-10-19 21:09:19.286269,"(119, 52)"
400,2022-10-19 21:09:19.433267,"(112, 49)"
402,2022-10-19 21:09:19.583269,"(119, 52)"
404,2022-10-19 21:09:19.733788,"(115, 52)"
406,2022-10-19 21:09:19.883790,"(119, 56)"
408,2022-10-19 21:09:20.034790,"(115, 56)"
410,2022-10-19 21:09:20.181308,"(122, 59)"
412,2022-10-19 21:09:20.335309,"(122, 59)"
414,2022-10-19 21:09:20.492833,"(115, 42)"
416,2022-10-19 21:09:20.646370,"(122, 49)"
418,2022-10-19 21:09:20.801243,"(119, 45)"
421,2022-10-19 21:09:21.212241,"(133, 52)"
423,2022-10-19 21:09:21.360250,"(119, 45)"
425,2022-10-19 21:09:21.516251,"(122, 52)"
427,2022-10-19 21:09:21.665254,"(119, 52)"
427,2022-10-19 21:09:21.665254,"(48, 58)"
429,2022-10-19 21:09:21.810836,"(122, 56)"
429,2022-10-19 21:09:21.810836,"(50, 59)"
431,2022-10-19 21:09:21.967835,"(119, 59)"
431,2022-10-19 21:09:21.967835,"(47, 61)"
433,2022-10-19 21:09:22.116834,"(122, 59)"
433,2022-10-19 21:09:22.116834,"(48, 55)"
435,2022-10-19 21:09:22.265835,"(122, 59)"
435,2022-10-19 21:09:22.265835,"(48, 64)"
437,2022-10-19 21:09:22.406834,"(122, 59)"
437,2022-10-19 21:09:22.406834,"(64, 48)"
439,2022-10-19 21:09:22.553849,"(122, 63)"
439,2022-10-19 21:09:22.553849,"(67, 47)"
441,2022-10-19 21:09:22.714849,"(122, 63)"
441,2022-10-19 21:09:22.714849,"(55, 46)"
443,2022-10-19 21:09:22.859367,"(126, 63)"
443,2022-10-19 21:09:22.859367,"(61, 58)"
445,2022-10-19 21:09:23.012367,"(122, 59)"
445,2022-10-19 21:09:23.012367,"(59, 51)"
447,2022-10-19 21:09:23.166260,"(119, 59)"
447,2022-10-19 21:09:23.166260,"(70, 62)"
449,2022-10-19 21:09:23.322260,"(122, 63)"
449,2022-10-19 21:09:23.322260,"(78, 67)"
451,2022-10-19 21:09:23.474263,"(122, 63)"
451,2022-10-19 21:09:23.474263,"(55, 55)"
453,2022-10-19 21:09:23.625994,"(119, 59)"
453,2022-10-19 21:09:23.625994,"(53, 50)"
455,2022-10-19 21:09:23.775008,"(122, 63)"
455,2022-10-19 21:09:23.775008,"(49, 57)"
457,2022-10-19 21:09:23.928864,"(122, 42)"
459,2022-10-19 21:09:24.089385,"(119, 42)"
461,2022-10-19 21:09:24.246386,"(119, 42)"
